City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
276,Kailua,US,87.78,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
277,Puerto Escondido,MX,85.03,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
278,Milos,GR,74.12,clear sky,36.75,24.4333,Ξενοδοχείο Αγνάντι
279,Arlit,NE,93.25,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
280,Huntsville,US,84.22,few clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
281,Macusani,PE,34.7,clear sky,-14.0833,-70.4333,"Hospedaje ""Arca de Noe"""
282,Camacupa,AO,50.68,overcast clouds,-12.0167,17.4833,
283,La Orilla,MX,82.94,broken clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
284,Urozhaynoye,RU,75.51,light rain,44.7883,44.9228,
285,Ravar,IR,81.81,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
286,Erenhot,CN,69.64,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
287,Bambanglipuro,ID,77.38,overcast clouds,-7.95,110.2833,Puri Brata
288,Qandala,SO,85.77,few clouds,11.472,49.8728,
289,Kyra,RU,62.42,overcast clouds,49.5776,111.9753,
290,Calama,CL,50.49,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
291,Manuk Mangkaw,PH,84.51,few clouds,4.8,119.85,
292,Provideniya,RU,50.11,light rain,64.3833,-173.3,
293,Cabo San Lucas,MX,93.81,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
294,Nacozari,MX,97.11,clear sky,25.3366,-108.2574,
295,Ojinaga,MX,101.57,clear sky,29.5667,-104.4167,Suites Las Palmas
296,Bilibino,RU,56.44,scattered clouds,68.0546,166.4372,Gostinitsa Severyanka
297,Salalah,OM,78.89,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
298,Sao Francisco,BR,65.89,clear sky,-15.9486,-44.8644,Hotel Supremo
299,Vuktyl,RU,44.15,overcast clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
300,Bambous Virieux,MU,68.25,light rain,-20.3428,57.7575,Casa Tia Villa
301,Dali,CN,67.48,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
302,Nelson Bay,AU,64.0,clear sky,-32.7167,152.15,Mantra Nelson Bay
303,Ibra,OM,86.47,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
304,Dalianwan,CN,84.72,scattered clouds,39.0286,121.695,Huanghai Hotel
305,Goderich,CA,75.52,clear sky,43.7501,-81.7165,Harmony Inn
306,Artyom,AZ,82.54,clear sky,40.4723,50.333,Merdan Respect
307,Mehamn,NO,46.53,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
308,Bezhta,RU,56.97,scattered clouds,42.1338,46.1283,
309,Riyadh,SA,93.34,overcast clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
310,Ixtapa,MX,87.03,few clouds,20.7,-105.2,Hotel Plaza Providencia
311,Esfarayen,IR,73.06,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
312,Winnemucca,US,98.65,haze,40.973,-117.7357,Winners Inn Casino
313,Awjilah,LY,78.89,clear sky,29.1081,21.2869,
314,Nome,US,50.07,moderate rain,64.5011,-165.4064,Dredge 7 Inn
315,Hithadhoo,MV,80.28,overcast clouds,-0.6,73.0833,Scoop Guest House
316,Xuzhou,CN,78.13,overcast clouds,34.1805,117.1571,Thank Inn Chain Hotel Jiangsu xuzhou tongshan district Beijing south road
317,Uray,RU,54.0,scattered clouds,60.1247,64.7758,Hotel Pioner
318,Puerto Maldonado,PE,77.41,clear sky,-12.6,-69.1833,Wasai Hotel
319,Beidao,CN,70.07,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
320,Ampanihy,MG,60.15,few clouds,-24.7,44.75,Angora Hotel
321,Dickinson,US,97.07,few clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
322,Dargaville,NZ,57.99,clear sky,-35.9333,173.8833,Parkview Motel
323,Marsa Matruh,EG,79.0,scattered clouds,31.3525,27.2453,Beau Site
324,Waddan,LY,75.67,clear sky,29.1614,16.139,محل الشريف محمد العايب
325,Borogontsy,RU,78.35,broken clouds,62.6683,131.1683,
326,Baykit,RU,78.64,clear sky,61.67,96.37,
327,Mount Isa,AU,71.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
328,Rantepao,ID,74.66,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
329,Yablonovo,RU,67.86,clear sky,50.8523,37.3574,
330,Santa Isabel Do Rio Negro,BR,74.86,overcast clouds,-0.4139,-65.0192,Hotel GSA
331,Sarandi,BR,74.75,clear sky,-23.4436,-51.8739,HOTEL GRALHA AZUL (GAPH) - Maringá
332,Batagay,RU,57.38,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
333,Ust-Koksa,RU,58.17,overcast clouds,50.2696,85.6108,Uymonskaya Dolina
334,Kita,ML,77.85,light rain,13.0349,-9.4895,Hôtel Chat Rouge
335,Pran Buri,TH,85.89,light rain,12.3847,99.9098,Waterside Resort
336,Saint Anthony,US,88.72,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
337,Belp,CH,64.02,clear sky,46.8913,7.4983,Hotel Sternen Muri
338,Yarmouth,US,79.45,clear sky,41.7057,-70.2286,Blue Rock Resort
339,Alofi,NU,80.49,scattered clouds,-19.0595,-169.9187,Taloa Heights
340,Iqaluit,CA,51.53,broken clouds,63.7506,-68.5145,Frobisher Inn
341,Rodeo,US,85.95,clear sky,38.033,-122.2669,Captain's Cottage
342,Noeux-Les-Mines,FR,59.63,overcast clouds,50.4801,2.6657,balladins Bethune
343,Port Blair,IN,82.53,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
344,Toccoa,US,81.63,light rain,34.5773,-83.3324,Quality Inn
345,Gigmoto,PH,84.4,overcast clouds,13.7796,124.39,Cj's Travellers Inn
346,Dicabisagan,PH,88.38,moderate rain,17.0818,122.4157,Nancy Montanes Bernardo
347,Eirunepe,BR,80.19,overcast clouds,-6.6603,-69.8736,Atrás de você
348,Fortuna,US,94.48,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
349,Banon,ES,61.86,clear sky,40.8382,-1.1909,
350,Namibe,AO,64.72,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
351,Vao,NC,68.32,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
352,Iquique,CL,59.04,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
353,Yining,CN,84.18,broken clouds,29.0361,114.5636,Xiushui Hotel
354,Gat,IL,78.82,clear sky,31.61,34.7642,OlusHome
355,Tanggu,CN,85.96,moderate rain,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
356,San Gavino Monreale,IT,78.44,broken clouds,39.5514,8.7917,Hotel Crocus
357,Umm Kaddadah,SD,76.98,scattered clouds,13.6017,26.6876,
358,Bang Saphan,TH,80.55,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
359,Deputatskiy,RU,45.63,overcast clouds,69.3,139.9,Baza Otdykha
360,Kolaras,IN,76.28,overcast clouds,25.2333,77.6,Shiv Shakti Garden (Gayatri Colony)
361,Palmer,US,77.61,clear sky,42.1584,-72.3287,Wedgewood Motel
362,Buraydah,SA,95.45,overcast clouds,26.326,43.975,فندق راحة السلام
363,Ishigaki,JP,86.13,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
364,Pangnirtung,CA,52.16,broken clouds,66.1451,-65.7125,Kilabuk Lodge
365,Srednekolymsk,RU,54.05,overcast clouds,67.45,153.6833,
366,Rosa Zarate,EC,73.44,overcast clouds,0.3333,-79.4667,Piscinas y Recepciones Hecalash
367,Urumqi,CN,81.55,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
368,Moose Factory,CA,60.8,clear sky,51.2585,-80.6094,Moosonee Lilypad
369,Mackay,AU,72.68,clear sky,-21.15,149.2,International Lodge Motel
370,Inhambane,MZ,63.97,clear sky,-23.865,35.3833,Oceano
371,Posevnaya,RU,54.34,clear sky,54.3006,83.3297,
372,Guerrero Negro,MX,72.61,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
373,Upernavik,GL,43.75,moderate rain,72.7868,-56.1549,Gina's Guesthouse - Upernavik
374,Wittelsheim,FR,64.15,clear sky,47.8094,7.2402,Aux Berges de la Thur
375,San Jeronimo,PE,49.32,scattered clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
376,Iaciara,BR,67.87,clear sky,-14.0958,-46.6317,Hotel Matinha
377,Vila Franca Do Campo,PT,70.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
378,Parintins,BR,77.25,overcast clouds,-2.6283,-56.7358,Cama e Cafe
379,Unterseen,CH,64.31,few clouds,46.6853,7.8472,Hotel Interlaken
380,Presidente Epitacio,BR,71.15,clear sky,-21.7633,-52.1156,Hotel Itaverá
381,Bonavista,CA,59.11,clear sky,48.6499,-53.1147,Abbott's Bed & Breakfast
382,Sistranda,NO,69.76,clear sky,63.7256,8.834,Hotell Frøya
383,Magadan,RU,60.04,broken clouds,59.5667,150.8,Magadan hotel
384,Andros Town,BS,83.84,overcast clouds,24.7,-77.7667,Hanks place
386,Klaksvik,FO,50.92,overcast clouds,62.2266,-6.589,Airbnb rooms
387,Tucuma,BR,76.03,few clouds,-0.1833,-50.05,
388,Vardo,NO,46.76,scattered clouds,70.3705,31.1107,Vardø Hotel AS
389,Tondano,ID,78.89,overcast clouds,1.3038,124.9112,Villa Bella
390,Aswan,EG,87.1,clear sky,24.0934,32.907,Nuba Nile
391,Yinchuan,CN,80.24,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
392,Dawson Creek,CA,71.24,overcast clouds,55.7666,-120.2362,Peace Villa Motel
393,Freeport,US,86.25,haze,40.6576,-73.5832,The Freeport Inn and Marina
394,Kulhudhuffushi,MV,82.18,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
395,Kloulklubed,PW,84.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
396,Tabas,IR,88.38,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
397,Stepnyak,KZ,53.98,clear sky,52.8339,70.7803,
398,Nemuro,JP,70.23,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
399,Lavrentiya,RU,45.0,overcast clouds,65.5833,-171.0,
400,Aksay,RU,75.42,broken clouds,47.26,39.87,Chernaya Zhemchuzhina
401,Nyurba,RU,79.81,clear sky,63.2842,118.3319,Gostinitsa Alrosa
402,Chiredzi,ZW,49.42,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
403,Sambava,MG,67.84,few clouds,-14.2667,50.1667,Melrose
404,Vendas Novas,PT,65.07,clear sky,38.6771,-8.4579,Hotel Acez
405,Suluktu,KG,71.08,clear sky,39.9337,69.57,
406,Xiaoshan,CN,80.46,light rain,30.1675,120.2588,New Century Grand Hotel Hangzhou
407,Kashi,CN,85.21,clear sky,39.4547,75.9797,帕米尔青年旅舍
408,Salinas,US,88.39,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
409,Mukhen,RU,90.82,overcast clouds,48.1,136.1,
410,Markala,ML,73.02,overcast clouds,13.7021,-6.0659,Famille Abdoulaye Bana DIALLO
411,San Patricio,US,90.28,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
412,Nakasongola,UG,65.43,overcast clouds,1.3089,32.4564,Norena Hotel Nakasongola
413,Cabo Rojo,PR,83.25,overcast clouds,18.0866,-67.1457,Hotel Perichi's
414,Obregon,NI,86.09,few clouds,11.9566,-85.9636,Hostal Casa Aryen
415,Zonguldak,TR,60.51,clear sky,41.25,31.8333,Süleyman Tez Ev
416,Kaeo,NZ,62.33,clear sky,-35.1,173.7833,Bushido Lodge
417,Kandrian,PG,78.94,light rain,-6.2167,149.55,Kandrian Station
418,Carnarvon,AU,68.07,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
419,Manzhouli,CN,64.69,overcast clouds,49.6,117.4333,Angala International Youth Hostel
420,Taupo,NZ,50.25,light rain,-38.6833,176.0833,Lake Taupo Motor Inn
421,Jalu,LY,79.0,clear sky,29.0331,21.5482,صاحبة الفخامة
422,Ubinskoye,RU,56.86,overcast clouds,55.3068,79.6802,Gostinitsa Siberia
423,Manitouwadge,CA,63.32,overcast clouds,49.1215,-85.8403,Select Inn
424,Nanortalik,GL,47.62,scattered clouds,60.1432,-45.2371,Hotel Kap Farvel
425,Santa Fe,AR,55.0,clear sky,-31.6333,-60.7,Conquistador Hotel
426,Cabiraoan,PH,88.2,overcast clouds,18.3238,122.086,Cunanan’s Residence
427,Byron Bay,AU,69.06,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
428,Huambo,AO,50.23,few clouds,-12.7761,15.7392,SiSHotel
429,Moerai,PF,75.49,light rain,-22.4333,-151.3333,Le Manotel
430,La Ronge,CA,73.65,few clouds,55.1001,-105.2842,Northland Motor Hotel
431,Kholm,RU,59.05,few clouds,59.2667,32.85,
432,Vilyuysk,RU,75.94,clear sky,63.7553,121.6247,Gostinitsa Viliuisk
433,Muros,ES,65.84,clear sky,42.7762,-9.0603,Apartment Av. Castelao
434,Ler,SS,68.99,overcast clouds,8.3018,30.1418,
435,Wanning,CN,86.34,few clouds,18.8003,110.3967,Paradise Hotel
436,Polson,US,91.11,overcast clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
437,Tabou,CI,75.76,overcast clouds,4.423,-7.3528,hotêl doufoulougou
438,Araquari,BR,63.14,clear sky,-26.3703,-48.7211,Zanella Jasper
439,Guilin,CN,82.51,broken clouds,25.2819,110.2864,Grand 0773 Hotel
441,Adrian,US,83.91,clear sky,41.8975,-84.0372,"Holiday Inn Express Adrian, an IHG Hotel"
442,Novopokrovka,UA,64.78,clear sky,49.8425,36.5477,Пудж дом
443,Aitape,PG,84.81,overcast clouds,-3.1374,142.3475,
444,Jagdalpur,IN,75.02,overcast clouds,19.0667,82.0333,STARiHOTELS Geedam Road
445,Yershov,RU,59.36,clear sky,51.3513,48.2766,Gudok
446,Yerbogachen,RU,79.03,clear sky,61.2767,108.0108,
447,Buala,SB,80.85,light rain,-8.145,159.5921,Maringe Lagoon Lodge
448,Hay River,CA,73.38,thunderstorm with light rain,60.8156,-115.7999,Ptarmigan Inn
449,Galesong,ID,69.82,broken clouds,-5.3166,119.3661,Sapriadi Appy
450,Zigong,CN,79.05,clear sky,29.3416,104.7769,Shangkeyou Express Hotel In Wuxing Street
451,Lukovetskiy,RU,49.98,overcast clouds,64.2956,41.9211,Gostinitsa
452,Haifa,IL,74.21,clear sky,32.8156,34.9892,Dan Panorama Haifa Hotel
453,Natal,BR,75.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
454,Severo-Yeniseyskiy,RU,72.81,overcast clouds,60.3725,93.0408,Aktolik
455,Grand Gaube,MU,68.4,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
456,Varena,LT,71.49,overcast clouds,54.2167,24.5667,"EKORATAS, UAB viešbutis Varėna"
457,Mwinilunga,ZM,48.92,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
458,Yulara,AU,67.84,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
459,Rairangpur,IN,79.25,overcast clouds,22.2676,86.1751,Motu Hotel
460,Todos Santos,MX,93.31,clear sky,23.45,-110.2167,Hotel California Todos Santos
461,Bahile,PH,86.67,overcast clouds,9.9995,118.7878,Nitivos Beach Resort
462,Klyuchi,RU,60.44,clear sky,52.2667,79.1667,Vesolaya Mayovka
463,Katsuura,JP,78.19,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
464,Ketchikan,US,59.47,light rain,55.3422,-131.6461,Snows Cove Lodge
465,Nioaque,BR,74.66,clear sky,-21.1353,-55.83,Nioaque Novo Hotel
466,Fort Wellington,GY,77.85,overcast clouds,6.4,-57.6,TE'AMO Entertainment Park
467,Ouahigouya,BF,81.79,broken clouds,13.5828,-2.4216,Hotel Liberte
468,Ponta Delgada,PT,70.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
469,Sobolevo,RU,62.02,few clouds,54.4299,31.8996,
470,Kalmunai,LK,81.75,overcast clouds,7.4167,81.8167,VS Villa
471,Hofn,IS,52.38,overcast clouds,64.2539,-15.2082,Hótel Höfn
472,Okhotsk,RU,69.06,clear sky,59.3833,143.3,
473,Abu Dhabi,AE,95.11,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
474,Banjar,ID,76.86,clear sky,-8.19,114.9675,The Hamsa Resort
475,Morgan City,US,84.99,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
476,Zhengjiatun,CN,86.29,few clouds,43.5064,123.5064,Siping Hexiang Hotel
477,Sasebo,JP,89.04,clear sky,33.1592,129.7228,Toyoko Inn Sasebo Ekimae
478,Qui Nhon,VN,86.09,few clouds,13.7667,109.2333,Hoang Yen Canary Hotel
479,Melilla,ES,70.18,clear sky,35.2937,-2.9383,Hotel Nacional
480,Gamba,GA,70.48,broken clouds,-2.65,10.0,
481,Kenai,US,67.03,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
482,Finschhafen,PG,77.68,overcast clouds,-6.6024,147.8681,Cossam Guest House
483,Lodja,CD,65.07,few clouds,-3.4833,23.4333,
484,Linxia,CN,66.61,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
485,Celestun,MX,82.9,clear sky,20.8667,-90.4,Posada Lilia
486,Nhulunbuy,AU,81.21,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
487,Korla,CN,86.52,clear sky,41.7597,86.1469,Gulisitan Hotel
488,Omboue,GA,71.1,broken clouds,-1.5746,9.2618,Hotel Olako
489,Hornepayne,CA,60.53,overcast clouds,49.2138,-84.7705,Jackfish River Inn
490,San Joaquin,US,96.78,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
491,The Valley,AI,82.81,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
492,Grindavik,IS,49.95,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
493,Bandundu,CD,70.43,broken clouds,-3.3167,17.3667,Coja Color
494,Bengkulu,ID,77.5,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
495,Lagoa,PT,70.48,overcast clouds,39.05,-27.9833,Casa Das Faias
496,Kirakira,SB,84.65,few clouds,-10.4544,161.9205,SanBiz Lodge
497,Yar-Sale,RU,50.61,broken clouds,66.8333,70.8333,Yalemd
498,Yazman,PK,89.33,overcast clouds,29.1212,71.7446,Jamal sons showroom
499,Gao,ML,91.06,overcast clouds,16.6362,1.637,
500,Kumluca,TR,85.3,clear sky,36.3703,30.2869,TurkuazKöy
501,Kingsport,US,79.86,broken clouds,36.5484,-82.5618,MeadowView Conference Resort & Convention Center
502,Tarko-Sale,RU,48.65,light rain,64.9225,77.785,Yubileynaya
503,Canakkale,TR,72.21,clear sky,40.0833,26.8333,
504,Havre-Saint-Pierre,CA,62.96,clear sky,50.2334,-63.5986,Auberge Niapiskau
505,Imeni Poliny Osipenko,RU,65.39,moderate rain,52.4201,136.4853,Yubileynaya
506,Elko,US,97.74,broken clouds,41.0002,-115.5012,
507,Coihaique,CL,37.35,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
508,Chillicothe,US,82.76,clear sky,39.3331,-82.9824,Holiday Inn Express Chillicothe East
509,Basoko,CD,73.53,overcast clouds,1.2391,23.616,Jackyna Hotel
510,Thinadhoo,MV,80.73,overcast clouds,0.5333,72.9333,
511,Burley,US,100.31,haze,42.5357,-113.7928,Fairfield Inn & Suites by Marriott Burley
512,Cuiluan,CN,78.3,overcast clouds,47.72,128.648,Shuncheng Hotel
513,Roma,US,76.87,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
514,Trelew,AR,39.81,scattered clouds,-43.249,-65.3051,Hotel Touring Club
515,Hervey Bay,AU,68.11,clear sky,-25.2986,152.8535,Shelly Bay Resort
516,Gushi,CN,85.21,broken clouds,34.6425,109.5843,
517,Panama City,PA,81.05,scattered clouds,8.9936,-79.5197,Hotel Riande Granada Urban
518,Yertsevo,RU,47.03,clear sky,60.7966,40.086,
519,Meulaboh,ID,78.44,broken clouds,4.1363,96.1285,Kost Pria
520,Acapulco,MX,85.82,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
521,Axim,GH,76.03,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
522,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
523,Pacific Grove,US,82.81,clear sky,36.6177,-121.9166,Lovers Point Inn
524,Yumen,CN,80.91,few clouds,40.2833,97.2,
525,Tavda,RU,53.19,broken clouds,58.0425,65.2726,The hotel is number 1
526,Barinas,VE,77.04,overcast clouds,8.6226,-70.2075,Hotel Mastranto Suite
527,El Alto,PE,64.96,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
528,Egvekinot,RU,45.61,light rain,66.3167,-179.1667,
529,Kostomuksha,RU,53.62,overcast clouds,64.571,30.5767,U Mikhailicha
530,Akyab,MM,79.79,overcast clouds,20.15,92.9,Hotel Memory
531,Kaspiyskiy,RU,79.79,overcast clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
532,Mabaruma,GY,75.31,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
533,Port-Gentil,GA,74.46,broken clouds,-0.7193,8.7815,Fengshui Residence
534,Minggang,CN,81.37,overcast clouds,32.4586,114.0486,Yindu Hotel
535,Ottawa,CA,76.98,haze,45.4112,-75.6981,Delta Hotels by Marriott Ottawa City Centre
536,Rafai,CF,68.22,light rain,4.95,23.9167,
537,Benicarlo,ES,68.9,clear sky,40.4165,0.4271,El Pinche De Oro
538,Bilma,NE,91.09,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
539,Ende,ID,81.45,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
540,Andrews,US,96.08,clear sky,32.3187,-102.5457,Days Inn by Wyndham Andrews Texas
541,Sungaipenuh,ID,69.78,few clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
542,Abu Samrah,SY,77.27,clear sky,35.3029,37.1841,
543,Zverinogolovskoye,RU,55.44,overcast clouds,54.4586,64.8542,
544,College,US,72.0,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
545,Okuchi,JP,81.28,clear sky,32.0667,130.6167,丸屋旅館
546,Abalak,RU,53.94,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
547,Aksu,CN,85.95,clear sky,41.1231,80.2644,Pudong Holiday Hotel
548,Siyabuswa,ZA,42.91,clear sky,-25.1132,29.0445,Uluju properties
549,Pingliang,CN,75.06,light rain,35.5392,106.6861,North Gate Hostel
550,Luganville,VU,79.39,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
551,Toamasina,MG,64.4,broken clouds,-18.1667,49.3833,Hotel H1
552,Mopti,ML,84.24,thunderstorm,14.6667,-4.0,
553,Hamilton,US,85.05,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
554,Sao Jose Da Coroa Grande,BR,73.99,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
555,Zharkent,KZ,81.73,clear sky,44.1628,80.0,гостиница Satti
556,Shimoda,JP,73.76,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
557,Yurginskoye,RU,55.08,overcast clouds,56.8189,67.3921,
558,Svetlyy,RU,66.25,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
559,Phek,IN,63.23,overcast clouds,25.6667,94.5,Prayer Centre
560,Yelan,RU,60.31,clear sky,50.949,43.7378,Gostinitsa Na Sovetskoy
561,Balikpapan,ID,79.79,few clouds,-1.2675,116.8289,ibis Balikpapan
562,Manta,EC,73.18,few clouds,-0.95,-80.7333,Balandra Hotel
