City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
279,Arlit,NE,18.7369,7.3853,93.25,33,80,18.1,broken clouds
280,Huntsville,US,34.7304,-86.5861,84.22,81,20,5.99,few clouds
281,Macusani,PE,-14.0833,-70.4333,34.7,82,0,4.38,clear sky
282,Camacupa,AO,-12.0167,17.4833,50.68,45,100,3.53,overcast clouds
283,La Orilla,MX,17.9833,-102.2333,82.94,81,58,3.29,broken clouds
284,Urozhaynoye,RU,44.7883,44.9228,75.51,56,100,5.5,light rain
285,Ravar,IR,31.2656,56.8055,81.81,22,0,9.22,clear sky
286,Erenhot,CN,43.6475,111.9767,69.64,55,7,6.53,clear sky
287,Bambanglipuro,ID,-7.95,110.2833,77.38,76,99,3.67,overcast clouds
288,Qandala,SO,11.472,49.8728,85.77,49,16,11.41,few clouds
289,Kyra,RU,49.5776,111.9753,62.42,74,100,2.68,overcast clouds
290,Calama,CL,-22.4667,-68.9333,50.49,18,0,4.61,clear sky
291,Manuk Mangkaw,PH,4.8,119.85,84.51,78,22,14.85,few clouds
292,Provideniya,RU,64.3833,-173.3,50.11,81,90,8.95,light rain
293,Cabo San Lucas,MX,22.8909,-109.9124,93.81,65,1,11.5,clear sky
294,Nacozari,MX,25.3366,-108.2574,97.11,60,0,11.03,clear sky
295,Ojinaga,MX,29.5667,-104.4167,101.57,11,1,14.97,clear sky
296,Bilibino,RU,68.0546,166.4372,56.44,45,34,16.53,scattered clouds
297,Salalah,OM,17.0151,54.0924,78.89,89,75,5.75,broken clouds
298,Sao Francisco,BR,-15.9486,-44.8644,65.89,46,0,3.8,clear sky
299,Vuktyl,RU,63.8567,57.3094,44.15,96,100,7.9,overcast clouds
300,Bambous Virieux,MU,-20.3428,57.7575,68.25,94,40,11.5,light rain
301,Dali,CN,25.7,100.1833,67.48,83,86,1.52,overcast clouds
302,Nelson Bay,AU,-32.7167,152.15,64.0,66,0,1.99,clear sky
303,Ibra,OM,22.6906,58.5334,86.47,50,58,5.26,broken clouds
304,Dalianwan,CN,39.0286,121.695,84.72,78,40,4.47,scattered clouds
305,Goderich,CA,43.7501,-81.7165,75.52,69,0,2.3,clear sky
306,Artyom,AZ,40.4723,50.333,82.54,76,7,32.28,clear sky
307,Mehamn,NO,71.0357,27.8492,46.53,85,63,4.32,broken clouds
308,Bezhta,RU,42.1338,46.1283,56.97,95,39,1.77,scattered clouds
309,Riyadh,SA,24.6877,46.7219,93.34,23,100,10.07,overcast clouds
310,Ixtapa,MX,20.7,-105.2,87.03,70,20,8.05,few clouds
311,Esfarayen,IR,37.0765,57.5101,73.06,45,0,6.62,clear sky
312,Winnemucca,US,40.973,-117.7357,98.65,12,20,8.05,haze
313,Awjilah,LY,29.1081,21.2869,78.89,50,0,7.11,clear sky
314,Nome,US,64.5011,-165.4064,50.07,87,90,10.36,moderate rain
315,Hithadhoo,MV,-0.6,73.0833,80.28,76,100,5.28,overcast clouds
316,Xuzhou,CN,34.1805,117.1571,78.13,92,100,12.97,overcast clouds
317,Uray,RU,60.1247,64.7758,54.0,80,31,6.44,scattered clouds
318,Puerto Maldonado,PE,-12.6,-69.1833,77.41,61,8,1.97,clear sky
319,Beidao,CN,34.5686,105.8933,70.07,77,100,1.86,overcast clouds
320,Ampanihy,MG,-24.7,44.75,60.15,77,13,14.32,few clouds
321,Dickinson,US,29.4608,-95.0513,97.07,69,20,3.0,few clouds
322,Dargaville,NZ,-35.9333,173.8833,57.99,66,2,17.29,clear sky
323,Marsa Matruh,EG,31.3525,27.2453,79.0,73,40,9.22,scattered clouds
324,Waddan,LY,29.1614,16.139,75.67,50,0,13.4,clear sky
325,Borogontsy,RU,62.6683,131.1683,78.35,48,60,8.21,broken clouds
326,Baykit,RU,61.67,96.37,78.64,45,0,5.28,clear sky
327,Mount Isa,AU,-20.7333,139.5,71.37,23,52,6.91,broken clouds
328,Rantepao,ID,-2.9701,119.8978,74.66,66,99,2.39,overcast clouds
329,Yablonovo,RU,50.8523,37.3574,67.86,55,0,3.8,clear sky
330,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.86,87,100,2.82,overcast clouds
331,Sarandi,BR,-23.4436,-51.8739,74.75,50,0,11.5,clear sky
332,Batagay,RU,67.6333,134.6333,57.38,78,98,11.88,overcast clouds
333,Ust-Koksa,RU,50.2696,85.6108,58.17,97,100,3.6,overcast clouds
334,Kita,ML,13.0349,-9.4895,77.85,84,99,4.23,light rain
335,Pran Buri,TH,12.3847,99.9098,85.89,65,81,11.61,light rain
336,Saint Anthony,US,45.0205,-93.218,88.72,58,1,1.99,clear sky
337,Belp,CH,46.8913,7.4983,64.02,90,7,4.61,clear sky
338,Yarmouth,US,41.7057,-70.2286,79.45,75,1,8.01,clear sky
339,Alofi,NU,-19.0595,-169.9187,80.49,69,40,5.75,scattered clouds
340,Iqaluit,CA,63.7506,-68.5145,51.53,81,75,1.99,broken clouds
341,Rodeo,US,38.033,-122.2669,85.95,68,1,7.0,clear sky
342,Noeux-Les-Mines,FR,50.4801,2.6657,59.63,97,100,8.16,overcast clouds
343,Port Blair,IN,11.6667,92.75,82.53,84,100,20.33,overcast clouds
344,Toccoa,US,34.5773,-83.3324,81.63,87,75,0.0,light rain
345,Gigmoto,PH,13.7796,124.39,84.4,78,100,15.64,overcast clouds
346,Dicabisagan,PH,17.0818,122.4157,88.38,57,97,2.35,moderate rain
347,Eirunepe,BR,-6.6603,-69.8736,80.19,68,100,1.19,overcast clouds
348,Fortuna,US,40.5982,-124.1573,94.48,85,20,14.97,few clouds
349,Banon,ES,40.8382,-1.1909,61.86,100,10,2.3,clear sky
350,Namibe,AO,-15.1961,12.1522,64.72,83,0,1.77,clear sky
351,Vao,NC,-22.6667,167.4833,68.32,60,33,16.93,scattered clouds
352,Iquique,CL,-20.2208,-70.1431,59.04,79,20,5.37,few clouds
353,Yining,CN,29.0361,114.5636,84.18,75,55,5.68,broken clouds
354,Gat,IL,31.61,34.7642,78.82,84,0,4.61,clear sky
355,Tanggu,CN,39.0211,117.6469,85.96,75,0,5.37,moderate rain
356,San Gavino Monreale,IT,39.5514,8.7917,78.44,75,80,3.85,broken clouds
357,Umm Kaddadah,SD,13.6017,26.6876,76.98,67,46,7.02,scattered clouds
358,Bang Saphan,TH,11.2126,99.5117,80.55,75,100,9.35,overcast clouds
359,Deputatskiy,RU,69.3,139.9,45.63,71,100,3.49,overcast clouds
360,Kolaras,IN,25.2333,77.6,76.28,96,100,13.27,overcast clouds
361,Palmer,US,42.1584,-72.3287,77.61,69,0,2.98,clear sky
362,Buraydah,SA,26.326,43.975,95.45,18,85,11.48,overcast clouds
363,Ishigaki,JP,24.3448,124.1572,86.13,89,75,5.75,broken clouds
364,Pangnirtung,CA,66.1451,-65.7125,52.16,92,58,2.01,broken clouds
365,Srednekolymsk,RU,67.45,153.6833,54.05,48,96,15.32,overcast clouds
366,Rosa Zarate,EC,0.3333,-79.4667,73.44,91,100,2.19,overcast clouds
367,Urumqi,CN,43.801,87.6005,81.55,21,0,11.18,clear sky
368,Moose Factory,CA,51.2585,-80.6094,60.8,59,1,8.05,clear sky
369,Mackay,AU,-21.15,149.2,72.68,68,5,9.22,clear sky
370,Inhambane,MZ,-23.865,35.3833,63.97,68,5,8.25,clear sky
371,Posevnaya,RU,54.3006,83.3297,54.34,76,0,10.92,clear sky
372,Guerrero Negro,MX,27.9769,-114.0611,72.61,67,0,17.07,clear sky
373,Upernavik,GL,72.7868,-56.1549,43.75,95,100,5.19,moderate rain
374,Wittelsheim,FR,47.8094,7.2402,64.15,95,7,5.32,clear sky
375,San Jeronimo,PE,-11.9472,-75.2829,49.32,73,30,4.63,scattered clouds
376,Iaciara,BR,-14.0958,-46.6317,67.87,39,0,3.83,clear sky
377,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,89,96,5.84,overcast clouds
378,Parintins,BR,-2.6283,-56.7358,77.25,60,100,3.38,overcast clouds
379,Unterseen,CH,46.6853,7.8472,64.31,92,13,4.09,few clouds
380,Presidente Epitacio,BR,-21.7633,-52.1156,71.15,34,0,7.54,clear sky
381,Bonavista,CA,48.6499,-53.1147,59.11,90,0,13.09,clear sky
382,Sistranda,NO,63.7256,8.834,69.76,81,7,5.77,clear sky
383,Magadan,RU,59.5667,150.8,60.04,77,82,0.6,broken clouds
384,Andros Town,BS,24.7,-77.7667,83.84,72,97,12.44,overcast clouds
385,Opuwo,NA,-18.0607,13.84,56.59,39,0,8.12,clear sky
386,Klaksvik,FO,62.2266,-6.589,50.92,99,100,4.32,overcast clouds
387,Tucuma,BR,-0.1833,-50.05,76.03,87,18,6.31,few clouds
388,Vardo,NO,70.3705,31.1107,46.76,86,35,4.14,scattered clouds
389,Tondano,ID,1.3038,124.9112,78.89,60,100,5.68,overcast clouds
390,Aswan,EG,24.0934,32.907,87.1,25,0,6.91,clear sky
391,Yinchuan,CN,38.4681,106.2731,80.24,36,87,3.87,overcast clouds
392,Dawson Creek,CA,55.7666,-120.2362,71.24,43,90,9.22,overcast clouds
393,Freeport,US,40.6576,-73.5832,86.25,70,1,4.0,haze
394,Kulhudhuffushi,MV,6.6221,73.07,82.18,75,100,16.67,overcast clouds
395,Kloulklubed,PW,7.0419,134.2556,84.7,79,100,17.52,overcast clouds
396,Tabas,IR,33.5959,56.9244,88.38,25,0,13.11,clear sky
397,Stepnyak,KZ,52.8339,70.7803,53.98,61,3,6.4,clear sky
398,Nemuro,JP,43.3236,145.575,70.23,99,100,13.58,overcast clouds
399,Lavrentiya,RU,65.5833,-171.0,45.0,98,100,3.76,overcast clouds
400,Aksay,RU,47.26,39.87,75.42,36,57,11.01,broken clouds
401,Nyurba,RU,63.2842,118.3319,79.81,54,0,6.42,clear sky
402,Chiredzi,ZW,-21.05,31.6667,49.42,69,0,2.21,clear sky
403,Sambava,MG,-14.2667,50.1667,67.84,83,20,14.16,few clouds
404,Vendas Novas,PT,38.6771,-8.4579,65.07,93,0,5.75,clear sky
405,Suluktu,KG,39.9337,69.57,71.08,36,0,3.6,clear sky
406,Xiaoshan,CN,30.1675,120.2588,80.46,89,20,8.95,light rain
407,Kashi,CN,39.4547,75.9797,85.21,24,0,8.95,clear sky
408,Salinas,US,36.6777,-121.6555,88.39,68,1,13.8,clear sky
409,Mukhen,RU,48.1,136.1,90.82,48,95,4.23,overcast clouds
410,Markala,ML,13.7021,-6.0659,73.02,83,100,3.49,overcast clouds
411,San Patricio,US,28.017,-97.5169,90.28,57,5,10.07,clear sky
412,Nakasongola,UG,1.3089,32.4564,65.43,66,93,3.62,overcast clouds
413,Cabo Rojo,PR,18.0866,-67.1457,83.25,83,85,1.01,overcast clouds
414,Obregon,NI,11.9566,-85.9636,86.09,79,15,5.73,few clouds
415,Zonguldak,TR,41.25,31.8333,60.51,86,0,4.85,clear sky
416,Kaeo,NZ,-35.1,173.7833,62.33,69,1,13.47,clear sky
417,Kandrian,PG,-6.2167,149.55,78.94,89,99,5.57,light rain
418,Carnarvon,AU,-24.8667,113.6333,68.07,67,40,13.8,scattered clouds
419,Manzhouli,CN,49.6,117.4333,64.69,77,100,6.2,overcast clouds
420,Taupo,NZ,-38.6833,176.0833,50.25,83,100,12.08,light rain
421,Jalu,LY,29.0331,21.5482,79.0,49,0,8.01,clear sky
422,Ubinskoye,RU,55.3068,79.6802,56.86,64,100,9.64,overcast clouds
423,Manitouwadge,CA,49.1215,-85.8403,63.32,76,100,1.59,overcast clouds
424,Nanortalik,GL,60.1432,-45.2371,47.62,82,48,10.85,scattered clouds
425,Santa Fe,AR,-31.6333,-60.7,55.0,50,0,8.01,clear sky
426,Cabiraoan,PH,18.3238,122.086,88.2,64,95,7.2,overcast clouds
427,Byron Bay,AU,-28.65,153.6167,69.06,45,0,1.14,clear sky
428,Huambo,AO,-12.7761,15.7392,50.23,43,15,1.3,few clouds
429,Moerai,PF,-22.4333,-151.3333,75.49,84,100,18.23,light rain
430,La Ronge,CA,55.1001,-105.2842,73.65,43,20,4.61,few clouds
431,Kholm,RU,59.2667,32.85,59.05,78,16,2.62,few clouds
432,Vilyuysk,RU,63.7553,121.6247,75.94,48,7,8.25,clear sky
433,Muros,ES,42.7762,-9.0603,65.84,87,5,5.61,clear sky
434,Ler,SS,8.3018,30.1418,68.99,86,100,3.71,overcast clouds
435,Wanning,CN,18.8003,110.3967,86.34,70,18,7.76,few clouds
436,Polson,US,47.6936,-114.1632,91.11,24,94,5.95,overcast clouds
437,Tabou,CI,4.423,-7.3528,75.76,80,100,9.37,overcast clouds
438,Araquari,BR,-26.3703,-48.7211,63.14,95,0,2.3,clear sky
439,Guilin,CN,25.2819,110.2864,82.51,72,76,2.08,broken clouds
440,Luderitz,NA,-26.6481,15.1594,59.79,66,0,4.74,clear sky
441,Adrian,US,41.8975,-84.0372,83.91,60,1,3.44,clear sky
442,Novopokrovka,UA,49.8425,36.5477,64.78,57,2,4.88,clear sky
443,Aitape,PG,-3.1374,142.3475,84.81,68,93,4.34,overcast clouds
444,Jagdalpur,IN,19.0667,82.0333,75.02,85,100,10.16,overcast clouds
445,Yershov,RU,51.3513,48.2766,59.36,57,2,5.01,clear sky
446,Yerbogachen,RU,61.2767,108.0108,79.03,49,3,7.18,clear sky
447,Buala,SB,-8.145,159.5921,80.85,81,94,9.78,light rain
448,Hay River,CA,60.8156,-115.7999,73.38,56,75,4.61,thunderstorm with light rain
449,Galesong,ID,-5.3166,119.3661,69.82,56,52,5.68,broken clouds
450,Zigong,CN,29.3416,104.7769,79.05,78,7,4.03,clear sky
451,Lukovetskiy,RU,64.2956,41.9211,49.98,81,100,6.51,overcast clouds
452,Haifa,IL,32.8156,34.9892,74.21,88,0,7.58,clear sky
453,Natal,BR,-5.795,-35.2094,75.42,83,75,5.75,broken clouds
454,Severo-Yeniseyskiy,RU,60.3725,93.0408,72.81,50,100,5.84,overcast clouds
455,Grand Gaube,MU,-20.0064,57.6608,68.4,86,94,5.99,light rain
456,Varena,LT,54.2167,24.5667,71.49,92,100,8.86,overcast clouds
457,Mwinilunga,ZM,-11.7358,24.4293,48.92,57,100,6.24,overcast clouds
458,Yulara,AU,-25.2406,130.9889,67.84,18,88,14.97,overcast clouds
459,Rairangpur,IN,22.2676,86.1751,79.25,85,100,10.31,overcast clouds
460,Todos Santos,MX,23.45,-110.2167,93.31,80,8,7.09,clear sky
461,Bahile,PH,9.9995,118.7878,86.67,62,96,10.89,overcast clouds
462,Klyuchi,RU,52.2667,79.1667,60.44,64,7,8.08,clear sky
463,Katsuura,JP,35.1333,140.3,78.19,91,100,20.07,overcast clouds
464,Ketchikan,US,55.3422,-131.6461,59.47,88,90,12.66,light rain
465,Nioaque,BR,-21.1353,-55.83,74.66,42,4,4.21,clear sky
466,Fort Wellington,GY,6.4,-57.6,77.85,83,98,6.26,overcast clouds
467,Ouahigouya,BF,13.5828,-2.4216,81.79,64,80,9.6,broken clouds
468,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,8.05,broken clouds
469,Sobolevo,RU,54.4299,31.8996,62.02,80,11,6.11,few clouds
470,Kalmunai,LK,7.4167,81.8167,81.75,68,95,1.61,overcast clouds
471,Hofn,IS,64.2539,-15.2082,52.38,84,100,4.97,overcast clouds
472,Okhotsk,RU,59.3833,143.3,69.06,70,10,8.59,clear sky
473,Abu Dhabi,AE,24.4667,54.3667,95.11,46,0,0.0,clear sky
474,Banjar,ID,-8.19,114.9675,76.86,58,8,1.25,clear sky
475,Morgan City,US,29.6994,-91.2068,84.99,94,40,0.0,scattered clouds
476,Zhengjiatun,CN,43.5064,123.5064,86.29,57,17,13.6,few clouds
477,Sasebo,JP,33.1592,129.7228,89.04,63,0,2.04,clear sky
478,Qui Nhon,VN,13.7667,109.2333,86.09,64,20,16.62,few clouds
479,Melilla,ES,35.2937,-2.9383,70.18,83,0,1.14,clear sky
480,Gamba,GA,-2.65,10.0,70.48,91,84,3.36,broken clouds
481,Kenai,US,60.5544,-151.2583,67.03,81,90,10.36,overcast clouds
482,Finschhafen,PG,-6.6024,147.8681,77.68,91,100,5.44,overcast clouds
483,Lodja,CD,-3.4833,23.4333,65.07,44,17,2.75,few clouds
484,Linxia,CN,35.6003,103.2064,66.61,50,100,0.92,overcast clouds
485,Celestun,MX,20.8667,-90.4,82.9,75,0,7.83,clear sky
486,Nhulunbuy,AU,-12.2333,136.7667,81.21,74,40,11.5,scattered clouds
487,Korla,CN,41.7597,86.1469,86.52,22,0,10.54,clear sky
488,Omboue,GA,-1.5746,9.2618,71.1,84,53,5.88,broken clouds
489,Hornepayne,CA,49.2138,-84.7705,60.53,79,100,4.21,overcast clouds
490,San Joaquin,US,37.9333,-121.3011,96.78,22,1,9.22,clear sky
491,The Valley,AI,18.217,-63.0578,82.81,77,100,18.77,overcast clouds
492,Grindavik,IS,63.8424,-22.4338,49.95,93,90,8.05,overcast clouds
493,Bandundu,CD,-3.3167,17.3667,70.43,39,76,3.89,broken clouds
494,Bengkulu,ID,-3.8004,102.2655,77.5,68,30,4.56,scattered clouds
495,Lagoa,PT,39.05,-27.9833,70.48,89,100,10.49,overcast clouds
496,Kirakira,SB,-10.4544,161.9205,84.65,70,23,9.08,few clouds
497,Yar-Sale,RU,66.8333,70.8333,50.61,68,53,8.75,broken clouds
498,Yazman,PK,29.1212,71.7446,89.33,58,100,19.62,overcast clouds
499,Gao,ML,16.6362,1.637,91.06,39,93,10.02,overcast clouds
500,Kumluca,TR,36.3703,30.2869,85.3,39,0,7.94,clear sky
501,Kingsport,US,36.5484,-82.5618,79.86,85,75,1.01,broken clouds
502,Tarko-Sale,RU,64.9225,77.785,48.65,93,100,20.04,light rain
503,Canakkale,TR,40.0833,26.8333,72.21,91,0,4.18,clear sky
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,94,1,0.0,clear sky
505,Imeni Poliny Osipenko,RU,52.4201,136.4853,65.39,99,100,8.39,moderate rain
506,Elko,US,41.0002,-115.5012,97.74,6,56,11.01,broken clouds
507,Coihaique,CL,-45.5752,-72.0662,37.35,75,75,8.05,broken clouds
508,Chillicothe,US,39.3331,-82.9824,82.76,61,1,0.0,clear sky
509,Basoko,CD,1.2391,23.616,73.53,82,100,2.15,overcast clouds
510,Thinadhoo,MV,0.5333,72.9333,80.73,74,100,5.48,overcast clouds
511,Burley,US,42.5357,-113.7928,100.31,14,1,4.61,haze
512,Cuiluan,CN,47.72,128.648,78.3,80,96,2.82,overcast clouds
513,Roma,US,43.2128,-75.4557,76.87,81,4,2.8,clear sky
514,Trelew,AR,-43.249,-65.3051,39.81,70,32,24.96,scattered clouds
515,Hervey Bay,AU,-25.2986,152.8535,68.11,66,0,1.01,clear sky
516,Gushi,CN,34.6425,109.5843,85.21,43,75,6.17,broken clouds
517,Panama City,PA,8.9936,-79.5197,81.05,85,40,2.3,scattered clouds
518,Yertsevo,RU,60.7966,40.086,47.03,97,7,3.94,clear sky
519,Meulaboh,ID,4.1363,96.1285,78.44,84,73,3.62,broken clouds
520,Acapulco,MX,16.8634,-99.8901,85.82,79,90,5.75,overcast clouds
521,Axim,GH,4.8699,-2.2405,76.03,78,100,10.98,overcast clouds
522,Male,MV,4.1748,73.5089,82.35,83,75,10.36,broken clouds
523,Pacific Grove,US,36.6177,-121.9166,82.81,79,1,5.99,clear sky
524,Yumen,CN,40.2833,97.2,80.91,17,13,18.01,few clouds
525,Tavda,RU,58.0425,65.2726,53.19,75,60,5.79,broken clouds
526,Barinas,VE,8.6226,-70.2075,77.04,100,85,2.3,overcast clouds
527,El Alto,PE,-4.2714,-81.2147,64.96,88,35,13.94,scattered clouds
528,Egvekinot,RU,66.3167,-179.1667,45.61,93,100,2.89,light rain
529,Kostomuksha,RU,64.571,30.5767,53.62,79,100,2.73,overcast clouds
530,Akyab,MM,20.15,92.9,79.79,86,100,19.51,overcast clouds
531,Kaspiyskiy,RU,45.3929,47.3707,79.79,51,100,20.11,overcast clouds
532,Mabaruma,GY,8.2,-59.7833,75.31,92,99,2.51,overcast clouds
533,Port-Gentil,GA,-0.7193,8.7815,74.46,82,73,12.62,broken clouds
534,Minggang,CN,32.4586,114.0486,81.37,84,90,13.13,overcast clouds
535,Ottawa,CA,45.4112,-75.6981,76.98,61,40,1.99,haze
536,Rafai,CF,4.95,23.9167,68.22,99,100,3.0,light rain
537,Benicarlo,ES,40.4165,0.4271,68.9,76,0,5.73,clear sky
538,Bilma,NE,18.6853,12.9164,91.09,39,86,6.82,overcast clouds
539,Ende,ID,-8.8432,121.6623,81.45,61,73,2.8,broken clouds
540,Andrews,US,32.3187,-102.5457,96.08,22,1,6.91,clear sky
541,Sungaipenuh,ID,-2.0833,101.3833,69.78,72,12,1.86,few clouds
542,Abu Samrah,SY,35.3029,37.1841,77.27,54,0,7.29,clear sky
543,Zverinogolovskoye,RU,54.4586,64.8542,55.44,70,88,6.89,overcast clouds
544,College,US,64.8569,-147.8028,72.0,47,75,12.66,broken clouds
545,Okuchi,JP,32.0667,130.6167,81.28,49,0,1.01,clear sky
546,Abalak,RU,58.1286,68.5944,53.94,73,100,5.35,overcast clouds
547,Aksu,CN,41.1231,80.2644,85.95,23,0,5.55,clear sky
548,Siyabuswa,ZA,-25.1132,29.0445,42.91,66,0,3.94,clear sky
549,Pingliang,CN,35.5392,106.6861,75.06,45,82,0.72,light rain
550,Luganville,VU,-15.5333,167.1667,79.39,84,100,11.43,overcast clouds
551,Toamasina,MG,-18.1667,49.3833,64.4,94,75,9.22,broken clouds
552,Mopti,ML,14.6667,-4.0,84.24,70,20,9.22,thunderstorm
553,Hamilton,US,39.1834,-84.5333,85.05,58,1,5.75,clear sky
554,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.99,88,51,8.25,broken clouds
555,Zharkent,KZ,44.1628,80.0,81.73,20,3,4.79,clear sky
556,Shimoda,JP,34.6667,138.95,73.76,92,100,6.2,overcast clouds
557,Yurginskoye,RU,56.8189,67.3921,55.08,70,98,5.59,overcast clouds
558,Svetlyy,RU,54.675,20.1347,66.25,96,38,7.16,scattered clouds
559,Phek,IN,25.6667,94.5,63.23,96,100,2.1,overcast clouds
560,Yelan,RU,50.949,43.7378,60.31,60,0,3.33,clear sky
561,Balikpapan,ID,-1.2675,116.8289,79.79,94,20,6.91,few clouds
562,Manta,EC,-0.95,-80.7333,73.18,83,20,11.5,few clouds
